ho214gyt,,WHO,"Late Breaking Abstract - Direct antivirals working against the novel coronavirus: azithromycin (DAWn-AZITHRO), a randomized, multicenter, open-label, adaptive, proof of concept clinical trial",10.1183/13993003.congress-2021.oa2666,,,unk,,2021,"Gyselinck, I.; Vos, R.; Liesenborghs, L.; Verhamme, P.; Janssens, W.",European Respiratory Journal,,#covidwho-1706072,,,,https://doi.org/10.1183/13993003.congress-2021.oa2666,244676462
zxbzn52o,,WHO,To determine the critical factors for the adoption of cloud computing in the educational sector in developing countries - a fuzzy DEMATEL approach,10.1108/k-12-2020-0864,,,unk,"Purpose The paper focuses on reviewing and theorizing the factors that affect the adoption of cloud computing in the education sector narrowing the focus to developing countries such as India. Design/methodology/approach Through an extensive literature survey, critical factors of cloud computing for education were identified. Further, the fuzzy DEMATEL approach was used to define their interrelationship and its cause and effect. Findings A total of 17 factors were identified for the study based on the literature survey and experts' input. These factors were classified as causes and effects and ranked and interrelated. ""Required Learning Skills and Attitude,"" ""Lack of Infrastructure,"" ""Learners' Ability"" and ""Increased Investment"" are found to be the most influential factors. Practical implications The resultant ranking factors can be used as a basis for managing the process of cloud adoption in several institutions. The study could guide academicians, policymakers and government authorities for the effective adoption of cloud computing in education. Originality/value The study investigates interdependency amongst the factors of cloud computing for education in context with developing economy. This is one of first study in higher education institutes of India.",2021,"Thavi, R. R.; Narwane, V. S.; Jhaveri, R. H.; Raut, R. D.",Kybernetes,,#covidwho-1373721,,,,https://doi.org/10.1108/k-12-2020-0864,238660214
aan5izfy,,WHO,Technology Acceptance Model in Evaluation of Telematics Technologies Utilization in Road Transportation,10.20944/preprints202104.0002.v1,,,unk,"The purpose of this paper is to evaluate the acceptance and the utilization of GPS/GPRS-based telematics technology in road transport companies registered in Poland. Telematics technologies are essential for management of energy saving and emissions reduction in road transport. It is in line with the European Union policy of sustainable transportation. The evaluation is based on a survey designed and carried out in 2020. The issues concerning the scope of telematics systems utilization as well as the internal and external factors affecting their use are analysed. The methodology is based on Technology Acceptance Model (TAM) and Structural Equation Modelling (SEM). The results are checked for robustness. Based on the results, it can be reasoned that as a result of the COVID19 pandemic, the companies started to use telematics systems more widely than they did before. Furthermore, the companies employing more people recognize the higher usefulness of telematics systems and are motivated to have the systems more than smaller enterprises;however, TAMs estimated separately for small and medium-sized enterprises did not reveal any significant differences in the parameter estimates.",2021,"Zalewski, Wojciech Osińska Magdalena Żurek Mirosława",,,#ppcovidwho-324888,,,,https://doi.org/10.20944/preprints202104.0002.v1,234845816
nxhw1t3z,,WHO,How is COVID-19 affecting the mental health of children with Special Educational Needs and Disabilities and their families?,10.31234/osf.io/sevyd,,,cc-by,"Parents of children with Special Educational Needs and Disabilities in the UK (n=241) were asked to describe the impact of COVID-19 on their own mental health and that of their child. An inductive content analysis of the data was undertaken. Both parents and children appear to be experiencing loss, worry and changes in mood and behaviour as a result of the rapid social changes that have occurred. Some parents reported feeling overwhelmed and described the impact of child understanding and awareness. Finally, a minority of parents reported that COVID-19 has had little impact on mental health in their family, or has even led to improvements. Implications for how to support these families in the immediate future are discussed.",2020,"Asbury, Kathryn Fox Laura Deniz Emre Code Aimee Toseeb Umar",,,#ppcovidwho-305844,,,,https://doi.org/10.31234/osf.io/sevyd,241562120
p0qnzehh,,WHO,Measuring Real Activity Using a Weekly Economic Index,10.2139/ssrn.3574732,,,unk,"This paper describes a weekly economic index (WEI) developed to track the rapid economic developments associated with the onset of and policy response to the novel coronavirus in the United States. The WEI is a weekly composite index of real economic activity, with eight of ten series available the Thursday after the end of the reference week. In addition to being a weekly real activity index, the WEI has strong predictive power for output measures and provided an accurate nowcast of current-quarter GDP growth in the first half of 2020. We document how the WEI responded to key events and data releases during the first six months of the pandemic.",2020,"Lewis, Daniel Mertens Karel Stock James Trivedi Mihir",,,#ppcovidwho-315149,,,,https://doi.org/10.2139/ssrn.3574732,221709938
xgjj9wa0,,WHO,The Saudi Critical Care Society Practice Guidelines on the Management of COVID-19 in the ICU: Therapy Section,10.21203/rs.3.rs-543063/v1,,,unk,"Background: The rapid increase in coronavirus disease 2019 (COVID-19) cases during the subsequent waves in Saudi Arabia and other countries prompted the Saudi Critical Care Society (SCCS) to put together a panel of experts to issue evidence-based recommendations for the management of COVID-19 in the intensive care unit (ICU). Methods: The SCCS COVID-19 panel included 51 experts with expertise in critical care, respirology, infectious disease, epidemiology, emergency medicine, clinical pharmacy, nursing, respiratory therapy, methodology, and health policy. All members completed an electronic conflict of interest disclosure form. The panel addressed 9 questions that are related to the therapy of COVID-19 in the ICU. We identified relevant systematic reviews and clinical trials, then used the Grading of Recommendations, Assessment, Development and Evaluation (GRADE) approach as well as the evidence-to-decision framework (EtD) to assess the quality of evidence and generate recommendations. Results: The SCCS COVID-19 panel issued 12 recommendations on pharmacotherapeutic interventions (immunomodulators, antiviral agents, and anticoagulants) for severe and critical COVID-19, of which 3 were strong recommendations and 9 were weak recommendations. Conclusion: The SCCS COVID-19 panel used the GRADE approach to formulate recommendations on therapy for COVID-19 in the ICU. The EtD framework allows adaptation of these recommendations in different contexts. The SCCS guideline committee will update recommendations as new evidence becomes available.",2021,"Alhazzani, Waleed Alshahrani Mohammed Alshamsi Fayez Aljuhani Ohoud Eljaaly Khalid Hashim Samaher Alqahtani Rakan Alsaleh Doaa Duhailib Zainab Al Algethamy Haifa Al-Musawi Tariq Alshammari Thamir Alqarni Abdullah Khoujah Danya Tashkandi Wail Dahhan Talal Almutairi Najla Alserehi Haleema Al-Yahya Maytha Al-Judaibi Bandar Arabi Yaseen Abualenain Jameel Alotaibi Jawaher Albshabshe Ali Alharbi Reham Al-Hameed Fahad Elhazmi Alyaa Almaghrabi Reem Almaghlouth Fatma Abedalthagafi Malak Khathlan Noor Al Al-Suwaidan Faisal Bunyan Reem Baw Bandar Alghamdi Ghassan Hazmi Manal Al Mandourah Yasser Assiri Abdullah Enani Mushira Alawi Maha Aljindan Reem Aljabbary Ahmed Alrbiaan Abdullah Algurashi Fahd Alsaawi Abdulmohsen Alenazi Thamer Alsultan Mohammed Alqahtani Saleh Memish Ziad Al-Tawfiq Jaffar Al-Jedai Ahmed",,,#ppcovidwho-305264,,,,https://doi.org/10.21203/rs.3.rs-543063/v1,236251220
9zumarsw,,WHO,The Social Restrictions Impact on Urban Heat Island Phenomena (Case Study: Cities in Java Island),10.1088/1755-1315/887/1/012017,,,unk,"The Coronavirus Disease 2019 (Covid-19) pandemic has hit Indonesia since March 14, 2020. The rapid spread of the virus has caused the central and regional governments to implement community activity policies. Some terms and methods used by local governments such as PSBB (the Large-Scale Social Restrictions) are applied in Special Capital Region of Jakarta and Surabaya City, in Semarang City has PKM (Restrictions on Community Activities). This study aims to analyze the impact of the social restrictions on Urban Heat Island (UHI) in the Java Island big city. This research was conducted in big cities on Java Island that apply social restrictions, namely Special Capital Region of Jakarta, Bandung, Semarang, Yogyakarta, Surakarta, Surabaya, and Malang. The data used are Landsat 8 satellite imagery in 2019 and 2020. The method used is to compare the magnitude of the Land Surface Temperature (LST) and UHI before and after social restrictions. The results of the analysis explain that there is a decrease in LST and changes in UHI in the cities of Special Capital Region of Jakarta, Bandung, Semarang, Surakarta, and Yogyakarta. However, in Surabaya and Malang, there was an increase in LST. This study concludes that the implementation of social restrictions affects changes in UHI and decreases LST.",2021,"Agni, A. M.; Pangi, P.; Septiarani, B.; Astuti, K. D.",IOP Conference Series. Earth and Environmental Science,,#covidwho-1493613,,,,https://doi.org/10.1088/1755-1315/887/1/012017,242038022
ayx2iyzp,,WHO,Estimating the impact of the COVID-19 pandemic on international hotel guests in Spain,10.1080/13032917.2022.2051722,,,unk,,2022,"Álvarez-Díaz, Marcos Chamorro-Rivas José María González-Gómez Manuel Otero-Giráldez María Soledad",Anatolia: An International Journal of Tourism & Hospitality Research,,#covidwho-1747031,,,,https://doi.org/10.1080/13032917.2022.2051722,247486892
fup4l017,,WHO,Role of Chest Tomography Combined With Prognostic Indices for Severity Classification in Patients With SARS-CoV2 Pneumonia. Beyond Vaccination There Are Disease,10.21203/rs.3.rs-923852/v1,,,unk,"The initial evaluation of patients with COVID-19 represents a challenge to regulate a decision in preventive and timely management. There are various proposals as support tools that deserve to be evaluated. Aim: . Evaluation of Chest CT Score performance and prognostic indices in COVID-19 patients to predict progress to critical illness. Methods: . This was a retrospective study run from April to December 2020. Patients of any age and gender and who required hospitalization due to a confirmed diagnosis of COVID-19 by RT-PCR and Chest CT, were included. Demographic, characteristics prognosis indexes and laboratory were analyzed. Patients with acute coronary ischemic syndrome (ACS), acute heart failure, those who developed critical illness in the first 24 hours, and those with no RT-PCR result were excluded. Critical illness was defined by the need for supplemental oxygen and / or death during the hospitalization. Results: . 109 patients were included. The mean age was 53.88 ± 13.51 years. In 75% of them, there was at least one comorbidity and 30% developed critical illness. In 49.5% there was a CORADS-5 on admission, and in 50% there was a peripheral distribution of the interstitial infiltrate in the left lower lobe. The risk factors were FiO2, CT Score> 18 and the NRL index. The combination of the High risk qCSI plus CT score> 18 indices was the best prediction index for development of a critical condition. Average mortality was 10%. Conclusion: . The combined use of indices in patients infected with SARSCoV2 shows diagnostic accuracy and predicts severity.",2021,"Criales-Vera, Sergio Andres Saucedo-Orozco Huitzilihuitl Iturralde-Torres Pedro Medina Estefanía Dávila Martinez-Mota Gustavo Guarner-Lans Veronica Perez-Torres Israel Soto Maria Elena",,,#ppcovidwho-294531,,,,https://doi.org/10.21203/rs.3.rs-923852/v1,243207932
a2bsxp9d,c955dc011a3ab7a3f16bdf4dcf8becc4abc41768,MedRxiv,DeepACSA: Automatic segmentation of anatomical cross-sectional area in ultrasound images of human lower limb muscles using deep learning,10.1101/2021.12.27.21268258,,,medrxiv,"Background: Muscle anatomical cross-sectional area (ACSA) is an important parameter that characterizes muscle function and helps to classify the severity of several muscular disorders. Ultrasound is a patient friendly, fast and cheap method of assessing muscle ACSA, but manual analysis of the images is laborious, subjective and requires thorough experience. To date, no open access and fully automated program to segment ACSA in ultrasound images is available. On this basis, we present DeepACSA, a deep learning approach to automatically segment ACSA in panoramic ultrasound images of the human rectus femoris (RF), vastus lateralis (VL), gastrocnemius medialis (GM) and lateralis (GL) muscles. Methods: We trained convolutional neural networks using 1772 ultrasound images from 153 participants (25 females, 128 males; mean age = 38.2 years, range: 13-78) captured by three experienced operators using three distinct devices. We trained three muscle-specific models to detect ACSA. Findings: Comparing DeepACSA analysis of the RF to manual analysis resulted in intra-class correlation (ICC) of 0.96 (95% CI 0.94,0.97), mean difference of 0.31 cm2 (0.04,0.58) and standard error of the differences (SEM) of 0.91 cm2 (0.47,1.36). For the VL, ICC was 0.94 (0.91,0.96), mean difference was 0.25 cm2 (-0.21,0.7) and SEM was 1.55 cm2 (1.13,1.96). The GM/GL muscles demonstrated an ICC of 0.97 (0.95,0.98), a mean difference of 0.01 cm2 (-0.25, 0.24) and a SEM of 0.69 cm2 (0.52,0.83). Interpretation: DeepACSA provides fast and objective segmentation of lower limb panoramic ultrasound images comparable to manual segmentation and is easy to implement both in research and clinical settings. Inaccurate model predictions occurred predominantly on low-quality images, highlighting the importance of high image quality for accurate prediction.",2021-12-30,"Ritsche, P.; Wirth, P.; Cronin, N.; Sarto, F.; Narici, M.; Faude, O.; Franchi, M.",,,,,document_parses/pdf_json/c955dc011a3ab7a3f16bdf4dcf8becc4abc41768.json,,http://medrxiv.org/cgi/content/short/2021.12.27.21268258v1?rss=1,245568164
